City_ID,City,Country,Lng,Lat,Max Temp,Humidity,Cloudiness,Wind Speed,current_description
454,Sandwick,GB,-1.25,60.0,39.02,75,40,33.38,scattered clouds
455,Eureka,US,-124.1637,40.8021,47.93,86,8,2.75,clear sky
456,Te Anau,NZ,167.7167,-45.4167,65.8,39,0,5.66,clear sky
457,Requena,ES,-1.1004,39.4883,42.71,82,100,3.11,overcast clouds
458,Vaitape,PF,-151.75,-16.5167,80.26,76,18,18.1,moderate rain
459,Shenjiamen,CN,122.298,29.9576,43.18,57,90,9.82,overcast clouds
460,Obo,CF,26.4869,5.3998,71.26,18,100,7.9,overcast clouds
461,Popondetta,PG,148.2534,-8.7537,87.87,63,100,4.47,overcast clouds
462,Tanout,NE,8.8879,14.9709,54.72,18,0,13.44,clear sky
463,Bagdarin,RU,113.6,54.4333,4.33,75,59,2.06,broken clouds
464,Manhattan,US,-73.9662,40.7834,21.65,59,0,5.99,clear sky
465,Poum,NC,164.0167,-20.2333,78.85,91,100,13.71,light rain
466,Aranda De Duero,ES,-3.6892,41.6704,30.83,78,0,1.3,clear sky
467,Nikolayevsk-Na-Amure,RU,140.73,53.1406,8.02,80,100,6.15,overcast clouds
468,Sokoni,TZ,39.55,-6.4333,80.29,80,100,6.89,overcast clouds
469,Lianzhou,CN,112.3825,24.7811,54.28,70,100,2.04,light rain
470,Salalah,OM,54.0924,17.0151,72.36,70,8,2.82,clear sky
471,Lata,PT,-8.3327,40.1629,48.06,70,0,5.53,clear sky
472,Opuwo,NA,13.84,-18.0607,62.91,57,97,1.3,overcast clouds
473,Jacobabad,PK,68.4388,28.281,63.28,31,0,9.19,clear sky
474,Pinillos,CO,-74.4677,8.9193,72.12,95,8,2.98,clear sky
475,Don Sak,TH,99.6918,9.3168,85.95,67,62,11.23,broken clouds
476,Aksu,CN,80.2644,41.1231,24.96,71,94,6.93,overcast clouds
477,Nyurba,RU,118.3319,63.2842,-4.11,96,100,3.62,overcast clouds
478,Birin,NP,88.0718,26.8865,47.3,67,0,3.31,clear sky
479,Listvyagi,RU,86.951,53.6772,0.32,77,96,1.83,overcast clouds
480,Panguna,PG,155.4848,-6.3164,82.0,65,43,3.36,light rain
481,Launceston,AU,147.1667,-41.45,77.61,40,0,5.01,clear sky
482,Pandan,PH,124.1694,14.0453,81.93,68,49,16.06,scattered clouds
483,Neyshabur,IR,58.7958,36.2133,35.15,75,37,1.68,scattered clouds
484,Skibbereen,IE,-9.2667,51.55,53.11,83,100,31.63,overcast clouds
485,Khorixas,NA,14.9667,-20.3667,67.73,52,99,3.71,overcast clouds
486,Russell,US,-85.1999,32.3502,38.8,79,0,4.97,clear sky
487,Finschhafen,PG,147.8681,-6.6024,84.4,77,100,6.82,overcast clouds
488,Saint-Doulchard,FR,2.352,47.1037,41.18,95,96,13.04,overcast clouds
489,Vila Velha,BR,-40.2925,-20.3297,76.95,85,0,3.0,clear sky
490,Linqiong,CN,103.4609,30.4159,40.82,92,100,3.67,overcast clouds
491,Derzhavinsk,KZ,66.3167,51.1,11.57,73,100,15.88,overcast clouds
492,Sainte-Thecle,CA,-72.4991,46.8168,-3.95,95,8,4.07,clear sky
493,Imbituba,BR,-48.6703,-28.24,75.09,93,100,2.48,overcast clouds
494,Kirakira,SB,161.9205,-10.4544,85.12,74,94,8.12,overcast clouds
495,Sile,TR,29.6133,41.1754,46.56,55,100,1.99,overcast clouds
496,Mairana,BO,-63.9333,-18.1167,57.18,99,100,1.95,light rain
497,Tamala,RU,43.2515,52.541,-7.31,100,100,3.38,overcast clouds
498,Narasannapeta,IN,84.05,18.4167,74.14,51,43,6.26,scattered clouds
499,Caravelas,BR,-39.2481,-17.7125,74.55,92,13,4.12,few clouds
500,Beipiao,CN,120.7792,41.7919,26.26,42,0,14.36,clear sky
501,Taoudenni,ML,-3.9836,22.6783,64.92,12,99,9.46,overcast clouds
502,Oktyabrskiy,RU,53.471,54.4815,15.53,97,98,2.15,overcast clouds
503,Honefoss,NO,10.2565,60.168,36.45,90,55,4.07,broken clouds
504,Acarau,BR,-40.12,-2.8856,77.47,88,4,9.33,clear sky
505,Gisborne,NZ,178.0042,-38.6533,63.95,94,100,3.56,light rain
506,Walvis Bay,NA,14.5053,-22.9575,67.15,88,96,3.44,overcast clouds
507,Calamar,CO,-74.9146,10.2511,78.75,75,34,10.54,scattered clouds
508,Beringovskiy,RU,179.3167,63.05,-11.51,94,71,12.66,broken clouds
509,Mason City,US,-93.201,43.1536,26.69,82,0,4.61,clear sky
510,Itaqui,BR,-56.5531,-29.1253,68.92,60,34,15.14,scattered clouds
511,Quixeramobim,BR,-39.2928,-5.1992,72.95,87,90,4.0,overcast clouds
512,Lady Lake,US,-81.9229,28.9175,53.46,89,100,1.99,overcast clouds
513,Kizukuri,JP,140.3861,40.8061,30.11,72,98,18.39,light snow
514,Chlorakas,CY,32.4083,34.8042,49.08,84,20,6.91,few clouds
515,Griffith,US,-87.4237,41.5284,17.89,70,0,5.01,clear sky
516,Broken Hill,AU,141.4333,-31.95,80.31,24,75,16.11,broken clouds
517,Akonolinga,CM,12.25,3.7667,60.26,42,40,1.41,scattered clouds
518,Monte Alegre,BR,-54.0692,-2.0078,73.49,97,99,3.51,overcast clouds
519,Pauini,BR,-66.9764,-7.7136,70.52,99,97,2.06,overcast clouds
520,Simbahan,PH,120.5836,6.3032,81.81,76,100,8.61,overcast clouds
521,Saint-Francois,FR,3.9054,46.4154,37.42,86,0,6.91,clear sky
522,Mayumba,GA,10.6554,-3.432,76.17,89,94,5.57,overcast clouds
523,Hay River,CA,-115.7999,60.8156,-11.24,84,40,4.61,scattered clouds
524,Bissora,GW,-15.4475,12.2231,64.87,58,0,1.41,clear sky
525,Pioner,RU,85.9508,55.3166,13.44,66,0,2.24,clear sky
526,Tessalit,ML,1.0114,20.1986,57.81,18,30,9.78,scattered clouds
527,Ferme-Neuve,CA,-75.4493,46.7001,-7.82,89,68,1.81,broken clouds
528,Beyneu,KZ,55.2,45.3167,28.9,82,100,19.95,overcast clouds
529,Humaita,BR,-63.0208,-7.5061,72.12,97,100,1.34,overcast clouds
530,Rincon,US,-81.2354,32.296,49.86,74,75,6.91,broken clouds
531,Waiuku,NZ,174.75,-37.25,76.66,98,100,3.2,light rain
532,Thinadhoo,MV,72.9333,0.5333,81.95,70,11,8.19,few clouds
533,Ust-Tsilma,RU,52.1498,65.441,-7.04,100,90,4.79,overcast clouds
534,Horta,PT,-28.6333,38.5333,58.3,78,3,13.33,clear sky
535,Klimovo,RU,32.1923,52.3805,30.79,88,100,15.05,overcast clouds
536,Oristano,IT,8.6,39.9,47.03,86,94,3.78,overcast clouds
537,Mwinilunga,ZM,24.4293,-11.7358,59.29,98,100,3.89,overcast clouds
538,Pangody,RU,74.4859,65.85,-20.72,100,100,2.17,overcast clouds
539,Vitim,RU,112.5578,59.4511,13.15,93,100,7.43,light snow
540,Laguna,US,-121.4238,38.421,56.34,68,0,0.0,clear sky
541,Coihaique,CL,-72.0662,-45.5752,55.35,76,0,3.44,clear sky
542,Cap-Aux-Meules,CA,-61.8597,47.3821,14.05,92,100,29.93,overcast clouds
543,Vila Franca Do Campo,PT,-25.4333,37.7167,60.19,86,78,14.63,broken clouds
544,Amga,RU,131.9608,60.8953,-11.52,90,100,2.62,overcast clouds
545,Saint-Pierre,RE,55.4781,-21.3393,80.28,74,0,6.91,clear sky
546,Kirovohrad,UA,32.2597,48.5132,31.78,81,100,12.15,overcast clouds
547,Mafinga,TZ,35.0667,-7.25,64.18,94,100,0.34,light rain
548,Necochea,AR,-58.7368,-38.5473,60.04,71,100,18.97,overcast clouds
549,Nangong,CN,115.3744,37.3581,38.75,29,100,4.07,overcast clouds
550,Ravar,IR,56.8055,31.2656,44.89,44,0,1.66,clear sky
551,Gutierrez Zamora,MX,-97.0833,20.45,58.82,73,36,3.65,scattered clouds
552,Loukhi,RU,33.0381,66.0764,17.28,93,100,10.92,light snow
553,Mhlume,SZ,31.85,-26.0333,69.87,93,96,9.93,overcast clouds
554,Talcahuano,CL,-73.1167,-36.7167,60.48,77,0,8.05,clear sky
555,Camopi,GF,-52.3158,3.1655,71.4,99,100,1.81,overcast clouds
556,Verkhnevilyuysk,RU,120.3167,63.4453,-7.31,96,86,2.53,overcast clouds
557,Wamba,NG,8.6,8.9333,67.51,25,0,3.89,clear sky
558,Monkton,GB,-4.6,55.5,42.8,81,20,19.57,moderate rain
559,Teguise,ES,-13.564,29.0605,61.02,82,11,13.8,few clouds
560,Gelemso,ET,40.5167,8.8167,55.78,32,46,4.25,scattered clouds
561,Ghotki,PK,69.3161,28.006,53.46,31,0,15.43,clear sky
562,Thunder Bay,CA,-89.3168,48.4001,17.58,88,100,6.91,overcast clouds
563,Hamilton,US,-84.5333,39.1834,18.99,88,0,1.99,clear sky
564,Trairi,BR,-39.2689,-3.2778,76.39,88,11,5.46,few clouds
565,Durango,MX,-104.8333,24.8333,48.0,37,1,6.22,clear sky
566,Natitingou,BJ,1.3796,10.3042,73.45,17,1,7.67,clear sky
567,Sinjai,ID,120.253,-5.1241,86.11,66,85,8.79,heavy intensity rain
568,Urumqi,CN,87.6005,43.801,-3.05,85,8,2.24,mist
569,Marienburg,PL,19.0266,54.0359,39.11,94,100,18.7,overcast clouds
570,Makakilo City,US,-158.0858,21.3469,79.12,62,75,5.75,broken clouds
571,Independencia,BR,-40.3086,-5.3964,74.12,75,90,3.65,overcast clouds
572,Tazovskiy,RU,78.7,67.4667,-20.76,100,78,5.48,broken clouds
573,Staryy Nadym,RU,72.6842,65.6118,-20.61,100,100,1.83,overcast clouds
574,Bilibino,RU,166.4372,68.0546,-14.1,83,23,4.5,few clouds
575,Malkapur,IN,76.2,20.8833,71.6,22,36,8.19,scattered clouds
576,Hushitai,CN,123.5114,41.9322,24.71,39,0,7.61,clear sky
577,Nishihara,JP,127.7558,26.1842,62.65,53,40,10.36,scattered clouds
578,Meybod,IR,54.0166,32.2501,39.22,30,0,3.58,clear sky
579,Montepuez,MZ,38.9997,-13.1256,68.02,95,88,2.86,overcast clouds
580,Qianguo,CN,124.8568,45.1171,11.1,72,73,8.39,broken clouds
581,Pokhara,NP,83.9833,28.2333,53.94,59,1,4.09,clear sky
582,Iracoubo,GF,-53.2011,5.4802,76.62,89,100,8.86,light rain
583,Marzuq,YE,46.4667,14.4,64.0,34,39,2.91,scattered clouds
584,Buala,SB,159.5921,-8.145,86.27,71,90,8.97,light rain
585,Elmira,US,-76.8077,42.0898,1.51,98,14,2.68,few clouds
586,La Palma,US,-118.0467,33.8464,64.49,44,0,0.0,clear sky
587,San Clemente,US,-117.612,33.427,63.37,29,1,1.01,clear sky
588,Kisangani,CD,25.2,0.5167,68.05,85,95,0.65,overcast clouds
589,Yumen,CN,97.2,40.2833,17.26,60,100,18.97,overcast clouds
590,Tadine,NC,167.8833,-21.55,84.09,76,37,12.86,light rain
591,Ambulu,ID,113.6058,-8.345,86.47,66,10,4.43,clear sky
592,Dangriga,BZ,-88.2321,16.9692,71.98,87,1,7.16,clear sky
593,Axim,GH,-2.2405,4.8699,78.53,87,17,5.61,light rain
594,Hollola,FI,25.4333,61.05,12.56,100,79,5.01,broken clouds
595,Izacic,BA,15.7819,44.875,35.91,93,45,2.48,scattered clouds
596,Roald,NO,6.1333,62.5833,37.99,87,96,28.77,snow
597,Shelburne,CA,-80.2041,44.0787,12.09,79,91,10.4,overcast clouds
598,General Roca,AR,-67.5833,-39.0333,68.4,36,98,7.72,overcast clouds
599,Eyl,SO,49.8164,7.9803,71.74,76,54,5.91,broken clouds
600,Maceio,BR,-35.7353,-9.6658,74.64,88,40,2.3,scattered clouds
601,Douentza,ML,-2.9517,14.9951,61.75,14,0,3.94,clear sky
602,Vilani,LV,26.9245,56.5525,32.43,94,100,11.65,overcast clouds
603,Zhigansk,RU,123.3711,66.7697,-22.16,97,100,5.61,overcast clouds
604,Barashevo,RU,42.8792,54.5325,-4.22,100,100,2.8,overcast clouds
605,Avera,US,-82.5271,33.194,40.71,44,0,11.9,clear sky
606,La Paz,BO,-68.15,-16.5,46.38,93,40,6.91,scattered clouds
607,Payo,ID,103.6372,-3.7508,78.48,83,100,4.54,overcast clouds
608,Kamarion,GR,25.8167,36.8,52.75,66,55,8.79,broken clouds
609,Adilabad,IN,78.5333,19.6667,71.1,20,46,5.19,scattered clouds
610,Namie,JP,141.0,37.4833,40.98,37,36,17.72,scattered clouds
611,Palu,ID,119.8707,-0.8917,90.07,58,100,3.29,overcast clouds
612,Marawi,PH,124.2928,7.9986,74.64,53,54,7.76,broken clouds
613,Saint Anthony,US,-93.218,45.0205,26.44,75,0,0.0,clear sky
614,Saint-Joseph,RE,55.6167,-21.3667,79.18,79,100,15.52,light rain
615,Atar,MR,-13.0499,20.5169,67.71,11,0,5.03,clear sky
616,Tautira,PF,-149.15,-17.7333,86.0,74,49,19.28,light rain
617,Watertown,US,-71.1828,42.3709,19.42,51,0,6.91,clear sky
618,Upata,VE,-62.3989,8.0086,70.09,90,95,4.38,overcast clouds
619,Arman,RU,150.1667,59.7,14.02,74,25,9.53,scattered clouds
620,Ulladulla,AU,150.4667,-35.35,71.87,60,47,13.6,scattered clouds
621,Bandiagara,ML,-3.6104,14.3501,59.43,13,0,11.32,clear sky
622,Abbeville,FR,1.8333,50.1,50.49,84,100,25.46,overcast clouds
623,Ningxiang,CN,111.2052,37.34,24.84,41,100,5.84,overcast clouds
624,West Wendover,US,-114.0733,40.7391,35.06,48,29,4.61,scattered clouds
625,Ankazoabo,MG,44.5167,-22.2833,72.86,90,100,21.18,overcast clouds
626,Jawhar,SO,45.5005,2.7809,71.94,89,35,6.06,scattered clouds
627,Okakarara,NA,17.4333,-20.5833,64.6,91,99,5.17,light rain
628,Ust-Nera,RU,143.2,64.5667,-11.16,77,48,2.01,scattered clouds
629,Tibiao,PH,122.0354,11.2915,83.77,65,97,11.23,overcast clouds
630,Raiganj,IN,88.1167,25.6167,61.68,66,0,3.91,clear sky
631,Pochutla,MX,-96.4661,15.7432,76.05,66,5,3.13,clear sky
632,Elko,US,-115.5012,41.0002,30.22,50,17,3.0,few clouds
633,Oistins,BB,-59.5333,13.0667,77.09,73,40,11.5,scattered clouds
634,Dawson Creek,CA,-120.2362,55.7666,40.64,52,20,20.71,few clouds
635,Samarai,PG,150.6667,-10.6167,84.79,72,100,10.83,overcast clouds
636,Sur,OM,59.5289,22.5667,72.64,41,0,6.49,clear sky
637,Port Blair,IN,92.75,11.6667,84.24,74,40,5.75,scattered clouds
638,Saint-Augustin,CA,-58.6502,51.226,2.14,83,100,19.24,overcast clouds
639,Snasa,NO,12.3778,64.2457,24.53,96,100,3.91,light snow
640,Sonda,EE,26.8364,59.3436,26.38,97,40,9.1,scattered clouds
641,Loreto,MX,-101.9667,22.2667,55.27,49,62,5.53,broken clouds
642,Naryan-Mar,RU,53.087,67.6713,3.69,92,100,12.57,overcast clouds
643,Santona,ES,-3.4576,43.4439,42.35,79,8,4.47,clear sky
644,Cedar City,US,-113.0619,37.6775,29.17,43,0,8.05,clear sky
645,Tyazhinskiy,RU,88.524,56.116,15.22,84,100,3.62,overcast clouds
646,Carutapera,BR,-46.02,-1.195,75.45,92,100,4.72,light rain
647,Port Hardy,CA,-127.4199,50.6996,44.78,81,100,9.22,overcast clouds
648,Masuguru,TZ,38.4167,-11.3667,71.78,97,100,3.27,overcast clouds
649,Yantal,RU,105.2542,56.8471,20.37,90,100,11.18,light snow
650,Vao,NC,167.4833,-22.6667,80.73,84,30,10.36,scattered clouds
651,Qasigiannguit,GL,-51.1922,68.8193,3.45,77,100,6.93,overcast clouds
652,Nagato,JP,131.2,34.3833,40.95,52,36,23.09,scattered clouds
653,Bagepalli,IN,77.7931,13.7847,71.94,65,60,11.79,broken clouds
654,Edd,ER,41.6925,13.9297,75.6,76,97,16.91,overcast clouds
655,Nara,JP,135.8049,34.6851,42.96,44,63,15.32,broken clouds
656,Alofi,NU,-169.9187,-19.0595,71.49,100,100,4.61,overcast clouds
657,Ovruch,UA,28.8035,51.3246,31.6,84,98,12.73,overcast clouds
658,Dwarka,IN,68.9678,22.2394,69.76,58,1,2.75,clear sky
659,Inta,RU,60.1659,66.0317,-11.97,95,78,2.1,broken clouds
660,Mpanda,TZ,31.0409,-6.3655,62.64,96,100,2.33,overcast clouds
661,Dokri,PK,68.0967,27.3743,60.69,27,0,7.78,clear sky
662,Patitirion,GR,23.8667,39.15,47.37,59,100,10.09,overcast clouds
663,Aswan,EG,32.907,24.0934,49.3,57,0,10.36,clear sky
664,Totness,SR,-56.3167,5.8833,76.15,90,100,9.53,overcast clouds
665,Zyryanka,RU,150.85,65.75,-24.41,95,18,3.78,few clouds
666,Puerto Ayacucho,VE,-67.6236,5.6639,77.34,77,85,3.51,overcast clouds
667,Saint John,CA,-66.0677,45.2727,8.6,73,0,9.22,clear sky
668,Rohnert Park,US,-122.7011,38.3396,58.01,69,0,4.61,clear sky
669,Huarmey,PE,-78.1522,-10.0681,70.48,84,84,8.12,broken clouds
670,Manjacaze,MZ,33.8828,-24.7117,74.55,77,0,9.55,clear sky
671,Sandakan,MY,118.1179,5.8402,80.28,88,40,7.0,thunderstorm
672,Rocha,UY,-54.3333,-34.4833,63.82,86,82,8.59,broken clouds
673,Penapolis,BR,-50.0775,-21.4197,73.02,92,100,5.14,heavy intensity rain
674,Cacu,BR,-51.1308,-18.5567,71.82,86,100,2.95,overcast clouds
675,Tuburan,PH,122.2736,6.6439,87.89,71,61,13.22,broken clouds
676,Benguela,AO,13.4055,-12.5763,74.14,73,100,0.25,overcast clouds
677,Coos Bay,US,-124.2179,43.3665,47.14,96,0,0.0,clear sky
678,Formosa,AR,-58.1781,-26.1775,75.18,57,0,10.36,clear sky
679,Zhanakorgan,KZ,67.2495,43.9098,39.79,66,100,18.45,light rain
680,Kenitra,MA,-6.5802,34.261,52.72,84,54,1.86,broken clouds
681,Petropavlovsk-Kamchatskiy,RU,158.6483,53.0452,28.99,74,100,17.9,light shower snow
